"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"AG01"	"AG01_01"	"AG01_02"	"AG01_03"	"AG01_04"	"AG01_05"	"AG01_06"	"AG01_07"	"AG01_07a"	"AG02_01"	"AG03_01"	"AG03_02"	"AG03_03"	"AG03_04"	"AG03_05"	"AG03_06"	"AG03_07"	"AG03_08"	"AG03_09"	"AG03_10"	"AG03_11"	"AG04_01"	"AG05_01"	"AG05_02"	"AG05_03"	"AG05_04"	"AG05_05"	"AG05_06"	"AG05_07"	"AG05_08"	"AG05_09"	"AG05_10"	"AG05_11"	"AG05_12"	"AG05_13"	"AG05_14"	"AG05_15"	"AG05_16"	"AG05_17"	"AG05_18"	"AG06_01"	"AG06_02"	"AG06_03"	"AG06_04"	"AG06_05"	"AG06_06"	"AG06_07"	"AG06_08"	"AG06_09"	"AG06_10"	"AG06_11"	"AG06_12"	"AG08_01"	"AG10_01"	"AG10_02"	"CO01_01"	"CO01_02"	"CO01_03"	"CO02_01"	"CO02_02"	"CO02_03"	"CO03_01"	"CO03_02"	"CO03_03"	"CO03_04"	"CO03_05"	"CO03_06"	"CO03_07"	"CO03_08"	"CO04_01"	"CO04_02"	"CO04_03"	"CO04_04"	"CO04_05"	"CO04_06"	"CO04_07"	"CO04_08"	"CO05_01"	"CO05_02"	"CO05_03"	"CO05_04"	"CO05_05"	"CO05_06"	"CO05_07"	"CO05_08"	"CO06_01"	"CO07_01"	"CO08_01"	"CO11_01"	"CO11_02"	"GI01_01"	"GI01_02"	"GI01_03"	"GI01_04"	"GI01_05"	"GI01_07"	"GI01_08"	"GI01_09"	"GI02_01"	"GS01_01"	"GS01_02"	"GS01_03"	"GS01_04"	"GS01_05"	"GS01_06"	"GS01_07"	"GS02_01"	"GS02_02"	"GS02_03"	"RWA_01"	"RWA_02"	"RWA_03"	"SDO_01"	"SDO_02"	"SDO_03"	"SX_01"	"SX_02"	"SX_03"	"SX_04"	"SX_05"	"SX_06"	"TX_01"	"TX_02"	"TX_03"	"TX_04"	"TX_05"	"TX_06"	"TX_07"	"TX_08"	"SD01"	"SD01_01"	"SD01_02"	"SD01_03"	"SD01_04"	"SD01_05"	"SD02"	"SD03"	"SD04"	"SD04_04"	"SD05"	"SD06"	"SD06_10"	"SD07"	"SD08_01"	"SD09"	"SD10_01"	"SD11"	"SD12_01"	"SD14"	"SD15"	"SN01_01"	"SN01_02"	"SN01_03"	"SN01_04"	"SN01_05"	"SN01_06"	"SN01_07"	"SN01_08"	"SN01_09"	"SN02_01"	"SN02_02"	"SN02_03"	"SN02_04"	"SN02_05"	"SN02_06"	"SN02_07"	"SN02_08"	"SN02_09"	"SN04_01"	"SO01_01"	"XX03"	"XX12"	"XX19"	"XX21"	"TIME002"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME017"	"TIME018"	"TIME019"	"TIME020"	"TIME021"	"TIME022"	"TIME024"	"TIME026"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"
135		"17482"	"base"	"interview"	2024-03-11 19:13:46	2	T	T	F	F	F	F	F		"Guten Tag A. Hausach"	3	3	3	3	3	3	3	3	3	3	3	36	4	4	3	4	4	1	4	3	2	3	2	5	3	3	3	4	1	3	1	3	1	1	1	1	1	1	1	1	1	1				4	3	3	1	1	1	2	1	3	1	4	4	4	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1				2	1	5	5		5		4	3	2		5	5	5	5	5	5	4	2	1	3	1	3	5	2	1	4	5	3	4	1	2	3	1	1	4	4	5	5	3	5	1	T	F	F	F	F	1	9	1		2	8				2	"Psychologie"		1	2	2	11	31	86	41	86	31	31	26	36	21	39	66	41	76	41	61	47	44			2	1	1	1	6		8	18	6	106	128	104	33	54	92	223	162	174	11	44	28	41		24	4		1266		2024-03-11 19:34:52	T	F	24	24	5	1	0.85
136		"6160"	"base"	"interview"	2024-03-11 19:15:06	4	F	T	T	F	T	T	F		"Liebe Herr/Frau Hausach"	5	5	2	5	3	5	2	4	2	5	5	82	2	2	3	3	2	1	1	4	3	3	4	5	4	2	3	4	2	4	2	4	4	4	5	4	2	5	5	5	4	4				4	1	2	1	1	1	7	2	3	3	1	5	7	4									3	2	2	3	1	1	1	1				1	6	5	5		5		4	4	3		5	4	4	5	4	4	4	3	3	3	1	1	5	3	1	3	1	1	1	1	1	1	1	1	1	5	5	5	1	4	1	T	F	F	F	F	3	1	1		2	7				2	"Psychologie "		2	1	2	76	49	101	79	101	84	77	88	52	59	36	101	101	101	101	87	87	53			2	1	1	1	4		3	3	4	24	82	200	44	27	71	112	141	102	5	27	37	11		6	2		905		2024-03-11 19:30:11	T	F	24	24	5	1	1.62
137		"16921"	"base"	"interview"	2024-03-11 19:33:08	1	T	F	F	F	F	F	F		"Hallo"	1	1	1	1	1	1	1	1	1	1	1	1	3	1	5	1	5	3	1	3	2	3	2	2	2	2	2	3	4	4	1	4	2	4	4	2	1	1	1	1	1	1				5	1	1	4	1	1	3	1	1	1	1	7	7	1																				3	1	3	4		2		4	2	2		5	4	5	5	5	5	5	3	1	1	3	5	3	5	1	3	1	4	3	2	4	5	2	2	5	1	3	2	5	5	1	T	F	F	F	F	9	10	1		2	7				2	"Psychologie"		2	2	2	1	56	101	82	101	1	66	42	1	1	58	72	90	28	35	74	8	91			2	1	1	1	5		4	5	8	37	41	77	22	29	126	73	35	229	6	39	31	22		8	2		799		2024-03-11 19:46:27	T	F	24	24	4	1	1.49
138		"3220"	"base"	"interview"	2024-03-11 19:42:23	1	F	F	T	F	F	F	F		"Sehr geehrte Fr. Hausach"	5	5	4	5	5	5	4	4	5	4	5	78	4	1	2	4	1	1	1	4	2	3	2	3	4	4	3	1	1	4	4	5	5	5	-1	4	-1	4	5	5	-1	-1				4	3	3	1	2	1	2	3	1	1	3	1	1	1	1	3	1	1	3	1	1	1	3	2	1	1	1	1	-9	1				3	1	2	1		3		4	2	1		4	4	4	5	4	4	3	2	2	1	1	1	5	1	1	2	2	1	2	1	1	1	1	1	1	4	5	5	1	4	1	T	F	F	F	F	10	10	1		3	7				2	"Psychologie"		6	1	2	73	35	71	57	85	56	61	24	53	64	21	62	61	84	70	68	13	19			2	1	1	1	8		9	6	5	27	73	103	26	29	71	94	105	108	9	48	33	24		8	3		789		2024-03-11 19:55:33	T	F	24	24	6	1	1.27
139		"20980"	"base"	"interview"	2024-03-11 19:44:27	1	F	T	F	F	F	F	F		"An: A. Hausach

Guten Tag, mit folgendem Anliegen möchte ich mich höflichst an Sie wenden: …

Mit freundlichen Grüßen,

D. Labusch"	2	2	1	3	3	4	1	3	2	2	4	23	4	3	2	3	3	1	2	5	4	3	4	3	3	2	4	4	2	1	1	3	3	2	2	1	1	1	1	1	1	1				4	2	2	1	1	1	4	4	3	3	4	6	6	2	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1				5	1	4	3		5		5	3	4	"Eltern"	5	5	5	5	5	5	5	3	3	3	1	2	5	4	2	4	1	1	2	2	1	3	1	1	2	5	5	5	3	5	1	T	F	F	F	F	7	7	1		3	8				2	"Psychologie"		3	1	2	6	21	87	61	96	50	66	37	19	7	20	98	67	81	79	85	63	35			2	1	1	1	7		4	18	413	123	171	124	27	158	149	111	4830	152	2	53	41	37		12	4		1340		2024-03-11 21:31:43	T	F	24	24	5	1	0.86
140		"5380"	"base"	"interview"	2024-03-11 20:13:32	1	F	T	F	F	F	F	F		"Hallo A. Hausach/Guten Tag,"	5	5	3	5	5	5	2	2	5	5	5	92	3	1	3	2	1	1	1	4	3	2	3	4	4	5	4	1	1	3	3	5	5	5	5	4	-1	-1	5	-1	-1	-1				6	3	3	4	2	2	3	2	2	2	1	4	6	1	1	3	1	1	1	1	1	1	4	3	1	2	1	1	1	1				4	1	4	5		5		4	4	3		5	5	5	5	5	5	5	4	4	4	2	1	5	1	2	1	1	1	2	1	1	1	1	1	1	5	5	5	1	1	1	T	F	F	F	F	1	1	1		1	7				2	"Psychologie"		0	1	2	101	34	85	59	101	87	86	51	52	66	47	101	74	101	86	95	52	57			2	1	1	1	10		3	3	5	36	41	91	15	115	84	197	86	85	19	41	16	21		6	2		876		2024-03-11 20:28:08	T	F	24	24	5	1	1.48
142		"15067"	"base"	"interview"	2024-03-11 20:33:46	2	T	T	F	F	F	F	F		"Sehr geehrter/geehrte A.Hausach"	1	1	1	1	3	3	1	1	3	1	5	22	3	5	3	5	1	1	5	5	5	3	3	2	5	2	1	3	3	1	1	4	4	4	3	1	1	4	4	1	3	1				1	1	1	1	1	1																												1	1	3	3		1		1	1	2		3	3	5	5	5	5	5	1	1	1	2	1	5	3	1	1	5	1	1	1	1	1	1	1	3	5	5	5	1	5	1	T	F	F	F	F	2	9	1		2	7				2	"Psychologie "		2	2	2	10	30	85	59	7	10	21	19	6	6	18	32	24	19	17	19	14	21			2	1	1	1	5		8	5	14	105	162	78	31	27		68	181	141	16	38	24	23		14	2		942		2024-03-11 20:49:28	T	F	24	24	4	1	1.11
143		"19816"	"base"	"interview"	2024-03-11 20:41:39	1	F	T	F	F	F	F	F		"Hallo A.Hausach oder Guten Tag A.Hausach"	5	5	4	5	5	5	4	4	4	4	5	51	2	3	5	3	3	1	3	5	4	5	3	4	4	4	5	1	1	5	5	5	5	5	5	5	5	5	5	5	5	5	"Korrektheit"			2	3	3	3	3	3	2	1	1	1	1	1	1	1	3	2	1	1	3	1	1	1	3	-9	1	1	1	1	1	1				1	1	2	5		5		5	2	4	"Muslime und Menschen mit MHG"	5	3	5	5	3	3	3	3	3	1	1	1	5	2	1	4	5	3	5	3	2	3	1	1	3	3	5	5	3	3	1	T	F	F	F	F	7	7	1		3	8			"Sprache sensibilisiert vielleicht bzgl. der Gleichstellung der Geschlechter, aber solange die Gleichstellung vor allem in Beruf und Karriere nicht spürbar ist für Frauen oder andere Gruppen z.B. durch gleiches Gehalt für gleiche Arbeit, die Vergabe von Führungspositionen, mehr Unterstützung im beruflichen Werdegang, etc., bleibt das Gendern unglaubwürdig in seiner Zielsetzung."	2	"BSc Psychologie"		7	2	2	57	48	99	88	101	89	95	58	60	28	29	82	83	92	76	75	75	28	"Städtische Behörde"		2	1	1	1	6		5	3	4	60	106	78	45	50	54	142	201	173	7	83	25	46		550	4		1108		2024-03-11 21:09:01	T	F	24	24	3	1	1.07
144		"20986"	"base"	"interview"	2024-03-11 20:44:59	1	F	T	F	F	F	F	F		"Sehr geehrte Dame, sehr geehrter Herr,"	3	3	3	3	3	3	3	3	3	3	3	17	3	2	3	2	2	2	2	2	3	3	3	2	3	3	3	3	2	3	2	2	2	3	3	3	3	3	2	2	2	3				6	5	5	2	3	4	4	4	5	3	3	3	4	5	4	3	3	4	5	3	4	5	5	4	5	4	5	4	3	6				2	1	2	1		1		1	2	1		4	4	5	4	5	4	4	2	3	2	3	3	2	2	3	3	4	1	3	3	4	4	3	1	3	3	4	3	3	5	1	T	F	F	F	F	1	8	1		3	7				2	"Psychologie"		3	1	2	20	35	86	95	85	50	36	34	53	38	37	95	19	94	97	31	24	33			2	1	2	1	8		5	5	5	62	58	53	37	23	109	80	51	127	26	29	66	12		19	5		780		2024-03-11 20:57:59	T	F	24	24	5	1	1.3
146		"20518"	"base"	"interview"	2024-03-11 21:28:14	1	F	T	F	F	F	F	F		"Sehr geehrte/-r Frau/Herr Hausach. "	2	2	2	2	2	2	2	1	2	1	2	14	4	4	5	4	4	1	4	5	5	5	5	2	2	1	4	5	5	3	1	1	1	1	1	1	1	-1	5	-1	-1	-1				2	1	2	1	1	1	3	2	1	2	1	2	1	1									3	3	1	1	1	1	1	1				1	1	3	5		5		5	4	5		5	5	5	5	4	4	5	2	3	1	1	1	4	1	4	2	4	2	4	1	1	2	1	1	5	4	4	4	4	5	1	T	F	F	F	F	3	3	1		3	8				2	"Psychologie "		5	2	2	7	21	101	16	101	1	1	101	53	7	26	101	27	13	101	27	26	81			2	1	1	1	14		5	6	9	49	158	155	36	43	62	226	152	211	8	59	33	27		21	9		1283		2024-03-11 21:49:38	T	F	24	24	5	1	0.89
147		"17770"	"base"	"interview"	2024-03-11 21:40:53	1	F	F	T	F	F	F	F		"Grüß Gott, "	5	4	3	5	5	4	3	3	4	4	5	96	3	2	1	1	1	1	1	3	1	3	1	5	4	5	5	1	2	5	3	4	4	5	4	3	3	4	5	3	4	3				3	3	3	2	1	1	3	3	3	3	2	2	2	2	2	3	2	2	3	2	2	2	4	3	2	3	2	2	2	2				4	2	2	4		3		4	3	4	"Internationals"	5	5	4	4	3	4	4	1	3	1	1	2	5	5	1	3	3	4	2	2	2	2	2	2	1	2	4	5	2	2	1	T	F	F	F	F	3	3	2		2	8				2	"B.Sc Psychologie"		4	1	2	43	25	84	57	101	73	70	39	88	29	33	87	79	93	82	65	37	79			2	1	1	1	5		3	4	5	49	51	69	26	26	99	80	95	145	10	57	21	17		9	2		773		2024-03-11 21:53:46	T	F	24	24	5	1	1.44
148		"6556"	"base"	"interview"	2024-03-11 21:57:26	1	F	T	F	F	F	F	F			4	4	2	5	3	4	3	3	4	3	5	73	3	2	3	4	2	1	3	5	3	3	3	4	4	4	3	2	3	4	3	5	4	5	4	-1	-1	4	5	4	-1	-1				3	3	1	1	1	1	2	1	3	1	1	1	3	1	1	3	1	1	3	1	1	1												2	1	3	4		3		3	4	1		5	4	5	5	5	5	5	3	3	3	1	1	5	3	3	3	3	1	3	1	1	1	1	1	1	5	5	5	3	3	1	T	F	F	F	F	10	10	2		2	7				2	"Psychologie"		5	1	2	76	41	81	91	101	91	51	64	77	71	51	81	76	81	76	81	51	61			2	1	1	1	19		5	9	10	55	93	266	61	78	53	207	340	541	17	71	47	30		86	6		1994		2024-03-11 22:30:40	T	F	24	24	6	1	0.69
151		"20815"	"base"	"interview"	2024-03-11 23:04:09	1	F	T	F	F	F	F	F		"Guten Tag A. Hausach, 

... (Text)"	5	5	4	5	5	5	4	4	5	4	5	76	1	1	3	2	1	1	2	1	3	3	3	5	4	5	5	3	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				3	1	3	1	1	1	3	1	1	1	1	1	4	3									2	2	1	1	1	1	1	1				3	1	3	3		3		3	3	1		4	3	4	4	5	4	5				1	1	5	3	1	2	1	3	1	1	1	1	1	1	1	5	5	5	1	1	1	T	F	F	F	F	10	7	1		3	7				2	"Psychologie"		9	1	2	-9	17	101	51	101	-9	51	51	-9	40	37	101	101	101	-9	101	67	-9	"Firmen, Konzerne, ..."		2	1			79		7319	201	48	367	343	462	112	159	249	523	411	414	703	149	80						3037		2024-03-12 02:17:49	F	F	19	19	7	4	0.22
152		"11278"	"base"	"interview"	2024-03-11 23:14:00	6	T	T	T	T	T	T	F		"Hallo, "	5	5	5	5	5	5	5	5	5	5	5	81	3	2	4	4	1	1	1	2	2	3	3	4	4	4	4	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2				3	3	3	2	2	2	3	1	1	1	1	3	3	1	3	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1				3	2	3	4		2		5	2	3		4	3	3	3	3	3	3	1	1	1	1	2	4	4	4	1	1	1	3	1	2	2	1	1	1	5	5	5	1	5	1	T	F	F	F	F	3	3	2		2	8				2	"Psychologie"		2	1	2	51	16	52	51	47	52	51	10	51	52	53	55	45	79	55	52	23	49			2	1	1	1	6		2	4	5	28	70	63	25	19	57	91	84	111	2	38	18	16		9	3		651		2024-03-11 23:24:53	T	F	24	24	5	1	1.69
154		"14509"	"base"	"interview"	2024-03-12 00:20:12	1	F	T	F	F	F	F	F		"Guten Tag"	2	4	2	4	4	4	2	2	4	2	5	51	4	3	4	4	3	1	2	5	4	2	3	2	4	2	2	4	3	3	2	4	4	4	4	5	2	4	-1	-1	-1	-1				4	3	5	1	1	1	5	2	2	3	1	4	4	1	3	3	2	2	1	2	1	1	4	3	-9	2	1	1	1	1				3	2	4	5		4		5	4	2		5	4	5	5	3	5	4	3	3	2	1	1	5	2	2	2	4	1	3	1	2	1	2	2	4	2	5	5	2	4	1	T	F	F	F	F	8	9	1		1	7				2	"Bachelor Psychologie"		0	1	2	27	61	98	81	101	93	83	58	60	30	58	84	68	91	76	59	69	43			2	1	1	1	14		3	4	14	38	61	82	27	29	78	137	157	147	10	40	21	28		23	2		915		2024-03-12 00:35:27	T	F	24	24	6	1	1.18
155		"20125"	"base"	"interview"	2024-03-12 02:36:11	1	F	T	F	F	F	F	F		"Sehr geehrte/r A. Hausach,"	4	4	2	4	4	4	2	3	3	3	5	46	4	3	4	4	3	1	1	5	2	4	4	4	3	4	4	3	4	4	2	3	3	3	2	4	2	3	3	2	2	2				6	3	3	3	2	2	4	3	1	4	1	5	5	3	3	2	1	1	3	2	2	1	4	3	1	4	1	1	2	3				3	2	4	4		4		4	4	3		4	3	4	4	4	4	4	3	3	4	2	2	4	2	2	2	2	2	1	2	2	1	2	1	1	5	5	5	1	1	1	T	F	F	F	F	7	7	1		1	7				2	"Psychologie "		1	1	2	40	18	80	44	84	42	48	42	41	36	28	68	54	77	47	46	56	51			2	1	1	1	5		2	2	4	43	84	117	22	53	103	89	77	79	15	50	23	25		19	2		814		2024-03-12 02:49:46	T	F	24	24	5	1	1.44
156		"20815"	"base"	"interview"	2024-03-12 02:40:01	1	F	T	F	F	F	F	F		"Guten Tag A. Hausach,

... (Text)"	5	5	4	5	5	5	4	3	5	4	5	76	1	1	3	2	1	1	1	2	5	2	2	5	5	5	5	2	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				4	1	3	1	1	1	3	1	1	1	1	1	4	1									3	1	1	1	1	1	1	1				3	1	3	3		3		3	3	1		5	3	4	4	5	4	4	2	2	2	1	1	5	3	1	2	1	1	1	1	1	1	1	1	1	5	5	5	5	2	1	T	F	F	F	F	10	10	1		3	7				2	"Psychologie"		9	1	2	61	51	101	51	101	3	51	51	3	2	62	101	67	101	3	66	65	2			2	1	1	1	16		7	7	7	73	45	508	154	714	192	1095	748	616	8	82	35	425		354	14		2744		2024-03-12 04:05:01	T	F	24	24	5	1	0.58
157		"7861"	"base"	"interview"	2024-03-12 07:37:30	1	F	F	T	F	F	F	F		"Guten Morgen, 

ich wende mich an Sie... "	5	5	5	5	5	5	5	5	5	5	5	101	2	1	3	2	1	1	2	4	3	1	1	5	5	5	5	1	1	5	5	5	5	4	1	5	5	5	4	5	5	5	"Respekt vor non-binären und intergeschlechtlichen Menschen"			4	1	4	4	1	1	6	1	3	4	4	4	6	1									5	3	1	3	1	1	1	1				4	1	1	4		2		4	4	4	"Poc, Homosexuelle, Queere Menschen, Menschen zwischen 40 und 50, Vollzeitberufstätige"	5	3	3	4	3	3	3	1	1	3	1	1	5	3	3	3	1	1	1	2	1	2	1	1	1	5	5	5	1	4	1	T	F	F	F	F	3	3	2		4	8				2	"B. Sc. Psychologie"		0	1	2	89	41	55	35	60	54	72	21	78	90	44	85	69	85	55	59	22	86	"Queere Menschen, Frauen, Migrant*innen"	"ich fühle mich oft sehr distanziert von der Uni an sich, es ist ein Lesestudium, nur der Kontakt zur Lerngruppe ist ganz gut
bei einigen Lehrenden merkt, man dass sie aus einer weißen priviligierten Schicht kommen, Diversity Themen werden zwar als Lippenbekenntnis als wichtig erachtet, man merkt aber in der Ausdrucksweise und Wortwahl, dass sie es nicht verinnerlicht haben und wirklich leben"	2	1	1	1	5		3	3	5	55	42	58	25	33	61	142	113	108	114	25	26	20		7	1		744		2024-03-12 07:51:36	T	F	24	24	2	0	1.55
158		"11779"	"base"	"interview"	2024-03-12 08:21:05	1	F	T	F	F	F	F	F		"Guten Tag, A. Hausach. (Da mir unangenehm wäre bei unklarem Geschlecht/Gender, die falsche Anrede zu verwenden.)"	3	3	3	3	3	3	3	3	3	3	3	61	4	2	2	4	1	1	1	4	3	5	4	5	3	1	5	2	2	3	2	2	2	2	3	2	2	2	2	-1	2	2	"Sprachfluss, verschiedene soziale Situationen, "			2	1	1	2	1	1	3	1	1	1	1	6	6	1																				3	2	2	2		3		2	4	1		4	3	3	2	2	2	2	1	1	4	3	3	4	3	3	3	2	1	3	2	3	3	1	1	1	5	5	5	1	2	1	T	F	F	F	F	8	9	2		2	7				2	"Psychologie"		2	1	3	11	6	7	12	31	6	12	6	20	5	12	12	29	19	11	31	7	9		"Sprachen sind sich stetig wandelnde Konstrukte. Ich persönlich finde es schwierig, wenn sich Institute oder politische Bewegungen (hinter denen natürlich auch Menschen stehen) den Freiraum nehmen Menschen vorgeben zu wollen, wie sie sich ""korrekt"" auszudrücken haben. Mir ist klar das Sprache als Instrument als solches unvermeitbar ist, dennoch sehe ich auch die Freiheit eines jeden sich so auszudrücken, wie er möchte als wichtig an, auch wenn er nicht die selben ehtischen Werte oder die selbe politische Position vertritt - ein demokratischer Grundsatz auf den ich nicht verzichten möchte. Gedanken bilden Sprache, Sprache bildet Gedanken und aus diesem Grund halte ich es für eine große Herausfordung der FernUniverität den Grad der Einflussnahme auf die Sprache zu bestimmen um möglichst alle politischen Lager gerecht zu behandeln, um weiter Richtigkeit und Genauigkeit auch in der Wissenschaft zu bewaren."	2	1	1	1	7		4	4	3	59	480	190	59	29	40	311	454	385	2251	65	31	63		28	5		2229		2024-03-12 09:35:33	T	F	24	24	3	0	0.91
159		"14119"	"base"	"interview"	2024-03-12 08:22:58	1	T	F	F	F	F	F	F		"Sehr geehrte(r) Herr/Frau Hausbach"	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1	5	3	1	5	5	5	4	5	1	1	1	5	5	3	1	1	1	-1	-1	-1	1	-1	1	-1	-1	-1	1				2	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	2	1	3	1	1	1	1				3	3	3	4		1		4	1	4		3	2	3	3	4	3	4	3	2	3	3	3	5	1	3	4	3	3	2	2	3	1	4	2	5	3	4	5	4	5	1	T	F	F	F	F	10	10	2		4	8				2	"Psychologie"		3	1	2	1	11	21	21	51	1	21	11	1	1	19	21	31	26	1	26	11	1			2	1	1	1	9		6	5	9	157	107	97	69	37	84	167	137	236	9	72	30	41		7	4		1283		2024-03-12 08:44:21	T	F	24	24	5	1	0.95
163		"17053"	"base"	"interview"	2024-03-12 08:49:57	1	F	T	F	F	F	F	F		"Sehr geehrte/r Frau/Herr"	3	5	4	5	4	4	4	4	4	4	4	71	2	1	4	4	3	1	1	3	3	1	1	4	4	5	3	1	2	3	2	4	4	4	4	4	2	4	4	-1	-1	-1				3	2	2	1	1	1	2	2	1	2	2	1	3	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1				2	1	3	4		3		4	4	2		5	4	5	5	4	4	4	1	1	1	2	3	4	3	1	2	3	1	1	1	1	1	1	1	1	5	5	5	1	2	1	T	F	F	F	F	6	6	1		3	7				2	"Psychologie"		8	1	2	11	11	101	31	101	51	41	25	-9	11	31	101	76	101	71	72	-9	-9			2	1	1	1	7		7	11	7	42	75	72	31	27	89	134	127	136	4	58	20	22		9	4		882		2024-03-12 09:04:39	T	F	24	24	7	3	1.23
165		"20533"	"base"	"interview"	2024-03-12 08:57:53	3	T	T	F	F	T	F	F		"Sehr geehrte/r Frau/Herr Hausach, 

"	4	4	1	4	4	4	1	1	4	1	5	39	5	3	3	3	1	1	1	4	3	5	5	5	2	3	5	4	5	4	1	4	4	-1	-1	-1	1	3	5	-1	-1	-1				1	1	1	1	1	1																												3	1	5	5		5		5	3	4	"Ärzteschaft"	5	5	4	4	5	4	5	1	3	2	1	1	5	4	4	2	1	1	2	1	1	1	1	1	1	5	5	5	1	1	1	T	F	F	F	F	3	3	1		1	10	"Staatsexamen"			2	"B. Sc. Psychologie"		4	1	2	19	13	84	45	101	53	40	45	52	14	10	58	44	71	47	41	38	60			2	1	1	1	18		4	4	6	44	101	116	39	15		101	104	219	14	49	22	26		10	2		894		2024-03-12 09:12:47	T	F	24	24	3	1	1.23
166		"9385"	"base"	"interview"	2024-03-12 09:12:56	2	T	T	F	F	F	F	F		"Sehr geehrte Herr/Frau A. Hausbach"	5	4	4	3	4	4	3	3	4	3	4	83	1	3	2	3	2	1	2	4	4	2	1	5	2	4	3	3	2	5	2	5	5	5	5	5	2	5	5	5	5	5				3	1	1	1	1	1	1	1	3	1	1	1	3	1																				3	1	3	4		1		5	2	1		5	3	5	5	3	4	3	3	1	1	1	4	4	1	1	2	1	1	1	1	1	1	1	1	1	5	5	5	1	5	1	T	F	F	F	F	10	10	1		1	7				2	"Psychologie"		2	1	2	41	101	101	87	101	81	84	63	82	54	38	101	101	101	80	83	50	40			2	1	1	1	20		4	3	8	45	103	150	87	20	32	73	225	203	3	34	62	28		9	4		1113		2024-03-12 09:31:29	T	F	24	24	4	1	1.3
167		"17683"	"base"	"interview"	2024-03-12 09:19:48	1	F	F	F	F	T	F	F		"Sehr geehrte Frau/ 
sehr geehrter Herr Haubach, "	3	3	2	3	2	3	3	2	3	3	3	41	5	4	1	5	3	1	4	5	3	4	4	5	1	1	5	4	3	2	1	1	1	1	1	1	1	1	1	1	1	1				5	3	2	1	2	1	7	1	6	1	1	3	6	1	1	3	2	1	2	1	1	1	1	2	2	1	2	-9	1	1				4	2	3	5		4		5	2	2	"Familie"	5	4	5	5	3	2	2	2	2	2	1	2	5	1	1	1	2	1	1	1	1	1	3	3	5	5	4	4	4	5	1	T	F	F	F	F	1	9	1		3	7				2	"Psychologie"		8	1	2	4	4	35	3	73	3	8	6	6	5	21	41	62	75	50	20	34	63			2	1	1	1	7		8	9	7	96	138	233	39	61	119	217	137	154	3	45	18	67		10	2		1370		2024-03-12 09:42:38	T	F	24	24	5	1	1.02
168			"base"	"interview"	2024-03-12 09:53:22	1	F	T	F	F	F	F	F		"Guten Tag A. Hausach,
..."	5	5	5	5	5	5	3	4	4	4	5	91	3	1	3	2	1	1	1	3	2	3	2	4	4	5	4	1	2	5	4	5	5	5	4	5	4	5	5	4	4	4				4	1	4	2	1	2	3	2	2	4	1	4	5	1									5	5	1	4	1	1	1	1				3	1	4	4		3		5	5	1		5	4	4	4	3	3	4	3	2	2	1	2	5	2	1	3	1	1	2	1	2	3	1	1	1	5	5	5	2	4	1	T	F	F	F	F	3	9	1		2	8				2	"Psychologie "		2	1	2	71	51	81	91	86	91	101	76	81	85	52	71	75	81	91	91	77	76			2	1	1	1		52	5	14	17	51	124	116	39	37	65	194	136	180	12	64	27	35		27			1195		2024-03-12 10:13:17	F	F	22	22	5	1	0.84
169		"20035"	"base"	"interview"	2024-03-12 10:17:17	2	T	T	F	F	F	F	F		"Sehr geehrte/r A. Hausach"	2	2	3	2	2	2	3	2	3	3	1	39	5	5	3	5	3	1	4	5	3	5	5	2	2	2	5	5	5	3	1	2	2	2	1	2	1	1	5	1	1	1				4	3	5	3	1	1	3	2	2	3	4	5	5	2	1	2	1	1	2	1	1	1	2	2	1	3	1	1	1	1				1	1	3	4		3		4	3	3		4	4	4	4	4	4	4	3	4	2	2	3	3	2	3	4	4	5	3	2	2	1	2	2	4	3	4	5	3	4	1	T	F	F	F	F	8	8	2		2	7				2	"B.Sc. Psychologie"		3	1	2	34	22	101	70	101	21	47	13	22	36	24	100	58	100	58	68	45	36			2	1	1	1	13		7	4	5	65	138	621	27	46	90	135	110	181	13	130	58	30		12	4		1161		2024-03-12 10:45:26	T	F	24	24	5	1	0.93
